class_id,tier,kid,mode,kind,param,magnitude,level,t_frac,t_idx,s,clip_dev,dino_dev,lpips_dev,latmse_dev,equivariance_lpips,clip_pair_cosdist,dino_pair_cosdist,lpips_pair,latent_mse_pair
63,hardest,0.0875,sweep,rotation,5.0,5.0,,0.5,124,125,0.0628473162651062,0.12241864204406738,0.3254149258136749,0.510997474193573,0.3600170612335205,,,,
63,hardest,0.0875,sweep,rotation,10.0,10.0,,0.5,124,125,0.11216890811920166,0.14132702350616455,0.4941873550415039,0.6673105955123901,0.4476544260978699,,,,
63,hardest,0.0875,sweep,rotation,20.0,20.0,,0.5,124,125,0.13590824604034424,0.19999587535858154,0.6806918978691101,0.8449171781539917,0.6534292101860046,,,,
63,hardest,0.0875,sweep,rotation,30.0,30.0,,0.5,124,125,0.12843716144561768,0.22404062747955322,0.7811912298202515,0.8423748016357422,0.758773684501648,,,,
63,hardest,0.0875,sweep,rotation,45.0,45.0,,0.5,124,125,0.10062587261199951,0.10835874080657959,0.6759023070335388,0.8278075456619263,0.5951808094978333,,,,
63,hardest,0.0875,ensemble,rotation,,10.0,10.0,0.5,124,125,,,,,,0.07635408639907837,0.0911526158452034,0.32092776894569397,0.44135576486587524
63,hardest,0.0875,ensemble,rotation,,20.0,20.0,0.5,124,125,,,,,,0.12094692140817642,0.13644936680793762,0.4926369786262512,0.6608216762542725
63,hardest,0.0875,ensemble,rotation,,30.0,30.0,0.5,124,125,,,,,,0.10440024733543396,0.1291847825050354,0.5516126155853271,0.7482381463050842
63,hardest,0.0875,sweep,translation,0.0,0.0,,0.5,124,125,9.5367431640625e-07,8.344650268554688e-07,2.1041028048784938e-06,2.663412033143686e-07,2.1041028048784938e-06,,,,
63,hardest,0.0875,sweep,translation,1.0,1.0,,0.5,124,125,0.06062150001525879,0.0735098123550415,0.2179366648197174,0.4031524956226349,0.1935151368379593,,,,
63,hardest,0.0875,sweep,translation,2.0,2.0,,0.5,124,125,0.08472394943237305,0.04836106300354004,0.2638969123363495,0.45937711000442505,0.2003125548362732,,,,
63,hardest,0.0875,sweep,translation,4.0,4.0,,0.5,124,125,0.11180222034454346,0.12533235549926758,0.4982435405254364,0.6622737646102905,0.4116697609424591,,,,
63,hardest,0.0875,sweep,translation,6.0,6.0,,0.5,124,125,0.11072158813476562,0.13000285625457764,0.5684987902641296,0.8940231204032898,0.5169445276260376,,,,
63,hardest,0.0875,sweep,translation,8.0,8.0,,0.5,124,125,0.15892672538757324,0.18853718042373657,0.6531271934509277,0.8345653414726257,0.6003124117851257,,,,
63,hardest,0.0875,ensemble,translation,,2.0,2.0,0.5,124,125,,,,,,0.08402207493782043,0.09325428307056427,0.41486161947250366,0.5815469026565552
